"640","3202246","EvannMouton","1000.00000","1","0","0.00000","1"
"652","3191850","Sancho_tEm","1025.39391","6","2","33.33333","1"
"653","3199069","CorbinADtor","1010.33416","2","1","50.00000","1"
"654","1710901","The_Humbugg","1000.00000","6","0","0.00000","1"
"659","2799897","Falight","1013.21950","3","1","33.33333","1"
"660","3196789","TheMajesticJamie","1000.00000","2","0","0.00000","1"
"663","3214691","Lyth1k","1000.00000","2","0","0.00000","1"
"664","3211679","TheGrandGuardian","1009.37391","3","1","33.33333","1"
"665","2156107","Cibu","1000.00000","2","0","0.00000","1"
"670","3183120","roycebracket","1344.21292","128","88","68.75000","1"
"671","3215943","Radiance","1000.00000","3","1","33.33333","1"
"672","3210623","Xiro","1018.48400","6","2","33.33333","1"
"673","3213816","NOOBTRON7777","1014.80997","3","1","33.33333","1"
"674","3213837","Harg","1000.00000","2","0","0.00000","1"
